id,Longitude,Latitude
"966",82.68,21.48
"967",82.68,21.72
"968",82.68,22.08
"969",82.68,22.2
"970",82.68,22.32
"971",82.68,22.44
"972",82.68,22.56
"973",82.68,22.68
"974",82.68,22.8
"975",82.68,22.92
"1002",82.8,21.96
"1003",82.8,22.08
"1004",82.8,22.2
"1005",82.8,22.32
"1006",82.8,22.44
"1007",82.8,22.56
"1008",82.8,22.68
"1031",82.92,21.84
"1032",82.92,21.96
"1033",82.92,22.08
"1034",82.92,22.2
"1035",82.92,22.32
"1036",82.92,22.56
"1037",82.92,22.68
"1066",83.04,21.6
"1067",83.04,21.72
"1068",83.04,21.84
"1069",83.04,21.96
"1070",83.04,22.08
"1071",83.04,22.2
"1072",83.04,22.32
"1073",83.04,22.44
"1102",83.16,21.48
"1103",83.16,21.6
"1104",83.16,21.72
"1105",83.16,21.84
"1106",83.16,21.96
"1107",83.16,22.08
"1108",83.16,22.2
"1109",83.16,22.32
"1110",83.16,22.56
"1134",83.28,21.48
"1135",83.28,21.6
"1136",83.28,21.72
"1137",83.28,21.84
"1138",83.28,21.96
"1139",83.28,22.08
"1140",83.28,22.2
"1141",83.28,22.32
"1142",83.28,22.44
"1143",83.28,22.56
"1144",83.28,22.68
"1166",83.4,21.72
"1167",83.4,21.96
"1168",83.4,22.08
"1169",83.4,22.2
"1170",83.4,22.32
"1171",83.4,22.44
"1172",83.4,22.56
"1173",83.4,22.68
"1201",83.52,21.6
"1202",83.52,21.72
"1203",83.52,21.96
"1204",83.52,22.08
"1205",83.52,22.2
"1206",83.52,22.32
"1207",83.52,22.44
"1208",83.52,22.68
"1237",83.64,21.6
"1238",83.64,21.72
"1239",83.64,21.96
"1240",83.64,22.08
"1241",83.64,22.2
"1242",83.64,22.44
"1243",83.64,22.56
"1244",83.64,22.68
"1245",83.64,22.8
"1273",83.76,21.6
"1274",83.76,21.96
"1275",83.76,22.08
"1276",83.76,22.2
"1277",83.76,22.32
"1278",83.76,22.44
"1279",83.76,22.56
"1280",83.76,22.68
"1281",83.76,22.8
"1282",83.76,22.92
"1307",83.88,21.6
"1308",83.88,21.84
"1309",83.88,21.96
"1310",83.88,22.08
"1311",83.88,22.32
"1312",83.88,22.44
"1313",83.88,22.56
"1314",83.88,22.68
"1315",83.88,22.8
"1316",83.88,22.92
"1317",83.88,23.04
"1348",84,21.6
"1349",84,21.84
"1350",84,21.96
"1351",84,22.08
"1352",84,22.44
"1353",84,22.56
"1354",84,22.68
"1355",84,22.8
"1392",84.12,21.72
"1393",84.12,21.84
"1394",84.12,21.96
"1395",84.12,22.08
"1396",84.12,22.2
"1397",84.12,22.32
"1398",84.12,22.44
"1399",84.12,22.56
"1400",84.12,22.68
"1401",84.12,22.8
"1428",84.24,21.6
"1429",84.24,21.72
"1430",84.24,21.84
"1431",84.24,21.96
"1432",84.24,22.2
"1433",84.24,22.32
"1460",84.36,21.48
"1461",84.36,21.84
"1462",84.36,21.96
"1463",84.36,22.08
"1464",84.36,22.2
"1492",84.48,21.84
"1493",84.48,22.08
"1517",84.6,21.72
"1518",84.6,21.84
"1519",84.6,21.96
"916",82.44,20.64
"917",82.44,20.88
"918",82.44,21.6
"919",82.44,21.72
"920",82.44,21.84
"921",82.44,21.96
"922",82.44,22.08
"942",82.56,21.6
"943",82.56,21.72
"944",82.56,21.84
"945",82.56,21.96
"946",82.56,22.08
"832",82.08,21.84
"833",82.08,21.96
"834",82.08,22.08
"835",82.08,22.2
"836",82.08,22.32
"837",82.08,22.44
"863",82.2,21.84
"864",82.2,21.96
"865",82.2,22.08
"866",82.2,22.2
"867",82.2,22.32
"868",82.2,22.44
"893",82.32,21.84
"894",82.32,21.96
"895",82.32,22.08
"896",82.32,22.2
"897",82.32,22.32
"898",82.32,22.44
"923",82.44,22.2
"924",82.44,22.32
"925",82.44,22.44
"926",82.44,22.56
"927",82.44,22.68
"928",82.44,22.8
"947",82.56,22.2
"948",82.56,22.32
"949",82.56,22.44
"950",82.56,22.56
"951",82.56,22.8
"952",82.56,23.04
"953",82.56,23.28
"976",82.68,23.16
"438",80.52,20.76
"460",80.64,20.88
"461",80.64,21
"486",80.76,20.76
"487",80.76,20.88
"488",80.76,21
"489",80.76,21.24
"513",80.88,20.76
"514",80.88,21
"515",80.88,21.12
"516",80.88,21.24
"517",80.88,21.48
"518",80.88,21.72
"544",81,20.76
"545",81,21.12
"546",81,21.48
"547",81,21.6
"548",81,21.72
"549",81,21.84
"575",81.12,21
"576",81.12,21.12
"577",81.12,21.36
"578",81.12,21.48
"579",81.12,21.72
"580",81.12,21.84
"581",81.12,22.2
"582",81.12,22.32
"607",81.24,20.76
"608",81.24,21
"609",81.24,21.12
"610",81.24,21.36
"611",81.24,21.6
"612",81.24,21.72
"613",81.24,21.84
"614",81.24,21.96
"615",81.24,22.08
"616",81.24,22.2
"640",81.36,21
"641",81.36,21.12
"642",81.36,21.36
"643",81.36,21.6
"644",81.36,21.72
"645",81.36,21.84
"646",81.36,21.96
"647",81.36,22.08
"648",81.36,22.2
"649",81.36,22.32
"675",81.48,20.76
"676",81.48,21
"677",81.48,21.36
"678",81.48,21.6
"679",81.48,21.72
"680",81.48,21.84
"681",81.48,21.96
"682",81.48,22.08
"683",81.48,22.2
"684",81.48,22.32
"711",81.6,20.88
"712",81.6,21
"713",81.6,21.36
"714",81.6,21.6
"715",81.6,21.84
"716",81.6,22.2
"717",81.6,22.32
"741",81.72,20.64
"742",81.72,20.76
"743",81.72,20.88
"744",81.72,21.12
"745",81.72,21.48
"746",81.72,21.6
"747",81.72,21.84
"771",81.84,21
"772",81.84,21.12
"773",81.84,21.48
"774",81.84,21.72
"775",81.84,21.84
"776",81.84,21.96
"777",81.84,22.2
"799",81.96,21
"800",81.96,21.12
"801",81.96,21.72
"802",81.96,22.08
"803",81.96,22.2
"804",81.96,22.44
"825",82.08,20.52
"826",82.08,20.64
"827",82.08,20.76
"828",82.08,21
"829",82.08,21.12
"830",82.08,21.6
"831",82.08,21.72
"857",82.2,20.52
"858",82.2,20.64
"859",82.2,20.76
"860",82.2,21
"861",82.2,21.48
"862",82.2,21.6
"887",82.32,20.4
"888",82.32,20.52
"889",82.32,20.64
"890",82.32,20.76
"891",82.32,21.6
"892",82.32,21.72
"824",82.08,20.28
